claim_id,claim,positive_label,baseline_label,positive_output,baseline_output,positive_evidence_count,baseline_evidence_count,gold_label,agreement,positive_correct,baseline_correct,improvement,degradation
468,"Even with a voter ID card, you won’t be allowed to vote in Ghana on December 7 if your name is not found in the Register. So, people should take advantage of the exhibition exercise to verify their names.",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that a voter ID card is not enough to guarantee a person's eligibility to vote in Ghana on December 7, even if their name is not found in the Register. 

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that you can vote with a voter ID card even if your name is not on the register so the claim is refuted.

verdict: 'Refuted'",10,10,Supported,True,False,False,False,False
469,"A crowdfunding campaign on the Christian site GiveSendGo solicited donations to help Kyle Rittenhouse, a 17-year-old accused of killing two people at a protest in Kenosha, Wisconsin.",Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that a campaign was set up to help him so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the campaign was successful and raised over $100,000 so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
470,Islamic study is a subject in UPSC exam,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that Islamic studies is not a subject in the UPSC exam so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Islamic study is not a subject in the UPSC exam so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
471,The Trump RNC Acceptance Speech Was The First Time The White House Was Used For 'Purely Political Campaign Event',Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the White House has been used for political events before so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the White House has been used for political events before so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
472,"Donald trump said ""We have already built 300 miles of border wall.""",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that the amount of wall built is not 300 miles so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that the wall is not 300 miles as claimed so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
473,"Donald Trump says Biden ""is even talking about taking the wall down.""",Conflicting Evidence/Cherrypicking,Conflicting Evidence/Cherrypicking,"<|start_header_id|>assistant<|end_header_id|>

justification: Biden has said he would not tear down the wall but would stop future construction and pursue a high-tech ‘virtual wall’ to ensure border security.

verdict: 'Conflicting Evidence/Cherrypicking'","<|start_header_id|>assistant<|end_header_id|>

justification: Biden has said he would not tear down the parts of the barrier along the U.S. Southern border built during the Trump administration — but he would cease construction.

verdict: 'Conflicting Evidence/Cherrypicking'",10,10,Refuted,True,False,False,False,False
474,"George Floyd died of drug overdose, not US police brutality",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Hennepin County Medical Examiner's Office found that Floyd died when his heart stopped while he was being restrained, noting that the presence of fentanyl intoxication and recent methamphetamine use were ""other significant conditions.""

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The evidence shows that the cause of death was a combination of factors including the police actions and the presence of drugs in his system. 

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
475,"Donald Trump said: Biden ""has pledged a $4 trillion tax hike on almost all American families.""",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the tax would not affect all Americans so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Biden's tax plan would not affect all Americans families so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
476,"Biden has promised to abolish the production of American oil, coal, shale, and natural gas.",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Biden does not plan to abolish the production of American oil, coal, shale, and natural gas so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Biden does not plan to abolish the production of American oil, coal, shale, and natural gas so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
477,"Joe Biden had not condemned the violence and looting during protests in Kenosha, Wisconsin by 27th August 2020",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Biden did condemn the violence and so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Biden did condemn the violence so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
478,Duterte has signed order to open nuclear power plant.,Supported,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the president has signed an order to open a nuclear power plant so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the president has not signed an order to open a nuclear power plant so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,False,False,True,True,False
479,"Donald Trump said ""When the anarchists started ripping down our statues and monuments, right outside, I signed an order immediately, 10 years in prison.""",Refuted,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that Trump did sign an order but it was not a new law so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Donald Trump did sign an order that would give a 10 year prison sentence to those who damage monuments so the claim is supported.

verdict: 'Supported'",10,10,Conflicting Evidence/Cherrypicking,False,False,False,False,False
480,"Donald Trump said: ""Biden also vowed to oppose school choice and close down charter schools, ripping away the ladder of opportunity for Black and Hispanic children.""",Supported,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: Biden does not oppose charter schools, although he has advocated against for-profit charter schools and supported different regulations and oversight of the schools.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: Biden is in favour of good charter schools and allowing students to have their pick of public schools, which falls under the umbrella of school choice.

verdict: 'Refuted'",10,10,Conflicting Evidence/Cherrypicking,False,False,False,False,False
481,"Donald Trump said: ""When asked if he supports cutting police funding, Joe Biden replied, ‘Yes, absolutely.’""",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: Biden has said on a number of occasions that he is opposed to defunding the police, and a Biden spokesman told us the Democratic nominee supports more funding for police for some functions, such as initiatives to strengthen community relationships and for body-worn cameras.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: Biden has said on a number of occasions that he is opposed to defunding the police, and a Biden spokesman told us the Democratic nominee supports more funding for police for some functions, such as initiatives to strengthen community relationships and for body-worn cameras.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
482,"Donald trump said: ""Joe Biden recently raised his hand on the debate stage and promised he was going to give it away, your health care dollars to illegal immigrants, which is going to bring massive number of immigrants into our country.""",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Biden does not support giving health care dollars to illegal immigrants so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Biden does not support giving health care dollars to illegal immigrants so the claim is refuted.

verdict: 'Refuted'",10,10,Conflicting Evidence/Cherrypicking,True,False,False,False,False
